Rented Bike Count,Temperature,Humidity(%),Wind speed (m/s),Visibility (10m),Rainfall(mm),Snowfall (cm),Seasons
0,21.5,61,0.8,1774,0,0,Autumn
0,22.9,59,1.1,1819,0,0,Autumn
0,23.6,55,0.6,1723,0,0,Autumn
0,24.9,51,1.2,1619,0,0,Autumn
0,26.5,39,1.7,1560,0,0,Autumn
0,26.1,40,1.2,1840,0,0,Autumn
0,25.9,39,1.4,1836,0,0,Autumn
0,25.6,41,1.2,1594,0,0,Autumn
0,25,44,1.3,1883,0,0,Autumn
0,24,55,2.2,1691,0,0,Autumn
0,23.5,58,0.4,1836,0,0,Autumn
0,22.6,67,0.3,1737,0,0,Autumn
0,21.7,63,1.8,1078,0.1,0,Autumn
0,20.9,71,1.6,1057,0.1,0,Autumn
0,20.4,57,0.9,2000,0,0,Autumn
886,20.1,58,0.3,2000,0,0,Autumn
761,20,59,1.1,1999,0,0,Autumn
524,19.9,64,1.5,1755,0,0,Autumn
294,19.6,72,1.7,1140,0,0,Autumn
241,19.6,74,1.4,847,0,0,Autumn
137,19.5,74,1.8,1421,0,0,Autumn
47,18.8,85,1.4,412,0.5,0,Autumn
130,18,95,1.6,375,1.5,0,Autumn
299,18,91,1.3,896,0.5,0,Autumn
89,18.2,93,1.4,572,1,0,Autumn
87,18.4,91,1.2,394,0.5,0,Autumn
111,18.8,95,1.5,597,0,0,Autumn
180,19,91,1.7,965,0.5,0,Autumn
301,18.9,89,2.6,586,0,0,Autumn
573,19.3,83,2.3,2000,0.5,0,Autumn
696,19.4,79,1.4,2000,0,0,Autumn
912,19.5,75,2.1,2000,0,0,Autumn
1290,19.3,76,2.1,2000,0,0,Autumn
1786,19.1,77,2.5,2000,0,0,Autumn
1272,18.9,78,2.2,2000,0,0,Autumn
898,19.1,77,2.2,1834,0,0,Autumn
784,18.7,84,2.7,1744,0,0,Autumn
1049,18.4,85,2.1,1772,0,0,Autumn
935,18.7,80,1.7,2000,0,0,Autumn
809,18.9,78,2.1,2000,0,0,Autumn
674,19,78,1.6,2000,0,0,Autumn
122,19.1,78,1.3,2000,0,0,Autumn
28,18.5,88,1.2,659,1.5,0,Autumn
24,17.9,95,1.7,1298,2.5,0,Autumn
24,17.8,93,1.8,2000,0.5,0,Autumn
23,17.6,95,1.7,974,1.5,0,Autumn
45,17.6,96,1.7,310,5,0,Autumn
127,17.8,97,2,1284,4,0,Autumn
47,18.2,96,1.3,1251,1,0,Autumn
78,18.4,96,2,1124,1,0,Autumn
98,18.9,91,1.8,1938,0.5,0,Autumn
143,19.1,91,2,1971,0,0,Autumn
600,19.8,88,0.9,1796,0,0,Autumn
972,21.4,76,1.4,2000,0.5,0,Autumn
1288,21.8,76,1.4,2000,0,0,Autumn
1550,21.5,78,1.2,2000,0,0,Autumn
1904,21.2,77,1.2,2000,0,0,Autumn
2235,20.9,77,0.6,2000,0,0,Autumn
1720,20.3,81,1,2000,0,0,Autumn
1551,20,82,0.4,2000,0,0,Autumn
1540,19.9,82,0.6,2000,0,0,Autumn
1493,19.7,82,0.5,2000,0,0,Autumn
1171,19.5,82,0.6,2000,0,0,Autumn
953,19.5,81,1.1,2000,0,0,Autumn
875,19.5,83,1.5,1459,0,0,Autumn
655,19.4,85,0,1533,0,0,Autumn
458,18.8,90,1,1191,0,0,Autumn
96,18.9,88,0.8,1226,0,0,Autumn
93,18.8,96,0.2,973,6.5,0,Autumn
215,18.4,95,0.1,752,0,0,Autumn
363,18.1,96,0.9,557,0,0,Autumn
654,18.2,86,0,858,0,0,Autumn
810,19.7,78,1.3,740,0,0,Autumn
925,21.8,67,1.9,878,0,0,Autumn
1062,22.7,55,2.7,1297,0,0,Autumn
1273,24.2,43,2.2,1798,0,0,Autumn
1409,24.9,32,3.9,2000,0,0,Autumn
1532,25.2,28,4.4,2000,0,0,Autumn
1814,25.4,32,3.8,1980,0,0,Autumn
1840,25.3,38,3,2000,0,0,Autumn
2045,24.6,35,3.6,1990,0,0,Autumn
1939,23.2,36,2.8,2000,0,0,Autumn
1743,21.3,43,2.8,2000,0,0,Autumn
1604,20.4,52,1.2,2000,0,0,Autumn
1502,19.4,55,0.8,2000,0,0,Autumn
1430,18.6,62,0.6,2000,0,0,Autumn
1108,17.9,66,1,2000,0,0,Autumn
880,17.2,69,0.6,2000,0,0,Autumn
644,16.4,66,0.1,2000,0,0,Autumn
489,16,72,1.3,2000,0,0,Autumn
334,15.8,70,0.8,2000,0,0,Autumn
202,16.2,69,0.7,2000,0,0,Autumn
106,16.3,67,0.8,2000,0,0,Autumn
144,16.5,73,1.2,2000,0,0,Autumn
261,16.5,74,0.4,2000,0,0,Autumn
439,17,69,1.2,2000,0,0,Autumn
534,18.4,59,1,1951,0,0,Autumn
620,19.3,59,0.2,2000,0,0,Autumn
764,20.1,57,3,1929,0,0,Autumn
915,20.8,52,1.2,1984,0,0,Autumn
1031,22.7,44,1.4,1913,0,0,Autumn
1136,24.2,40,1.2,1953,0,0,Autumn
1366,25,28,2.2,2000,0,0,Autumn
1502,24.6,29,4,1988,0,0,Autumn
1591,24.1,41,2.4,2000,0,0,Autumn
1492,22.3,53,2.7,2000,0,0,Autumn
1333,21,54,2.9,2000,0,0,Autumn
1287,20.2,48,3.3,2000,0,0,Autumn
1148,19.1,38,2.1,2000,0,0,Autumn
1074,18.5,40,2.5,2000,0,0,Autumn
768,17.7,45,1.1,2000,0,0,Autumn
620,17.2,50,1.7,2000,0,0,Autumn
426,16.8,53,2,2000,0,0,Autumn
302,16.1,57,0.7,2000,0,0,Autumn
216,15.5,63,0.3,2000,0,0,Autumn
141,14.9,68,0.9,2000,0,0,Autumn
105,14.4,66,0.3,2000,0,0,Autumn
141,14.3,66,0.5,2000,0,0,Autumn
205,14.7,61,2.1,2000,0,0,Autumn
296,15.4,52,2.2,1985,0,0,Autumn
310,17,43,2.1,1993,0,0,Autumn
426,18.5,38,3.3,2000,0,0,Autumn
588,19.4,31,4.1,1966,0,0,Autumn
754,20.3,34,2.6,2000,0,0,Autumn
885,20.9,30,3.5,2000,0,0,Autumn
1099,21.3,30,4.3,2000,0,0,Autumn
1273,21.8,32,3.3,2000,0,0,Autumn
1433,22,31,2.7,2000,0,0,Autumn
1442,21.6,32,3.1,2000,0,0,Autumn
1237,20.3,35,2.4,2000,0,0,Autumn
1280,18.6,54,2.7,2000,0,0,Autumn
1227,17.6,57,1.4,2000,0,0,Autumn
1145,16.8,58,1.2,2000,0,0,Autumn
958,16.6,47,3.9,2000,0,0,Autumn
750,15.7,51,0.4,2000,0,0,Autumn
558,14.7,55,1.6,2000,0,0,Autumn
408,13.8,60,0.8,2000,0,0,Autumn
292,13.4,62,0.2,2000,0,0,Autumn
222,12.7,67,0.5,2000,0,0,Autumn
157,12,69,0.5,2000,0,0,Autumn
105,11.5,70,0.5,2000,0,0,Autumn
132,11.2,70,0.9,2000,0,0,Autumn
262,10.8,72,0.9,2000,0,0,Autumn
440,12,61,1.3,1988,0,0,Autumn
542,15.3,49,1,2000,0,0,Autumn
667,18,44,1.3,1984,0,0,Autumn
853,20.1,40,1.6,1985,0,0,Autumn
1045,21.7,36,2,2000,0,0,Autumn
1309,22.9,30,2,2000,0,0,Autumn
1522,23.7,28,1.4,2000,0,0,Autumn
1747,24.1,26,1.6,2000,0,0,Autumn
1955,24.2,28,1.7,2000,0,0,Autumn
2033,22.9,33,1.4,2000,0,0,Autumn
1885,21.6,37,1,2000,0,0,Autumn
1608,20.3,39,0.6,2000,0,0,Autumn
1583,19.3,45,0.4,2000,0,0,Autumn
1565,18.5,48,1,2000,0,0,Autumn
1418,17.7,52,1,2000,0,0,Autumn
1042,17.4,49,1.2,2000,0,0,Autumn
880,17,51,1.5,2000,0,0,Autumn
594,16.6,53,1.7,2000,0,0,Autumn
453,16.6,54,1.5,2000,0,0,Autumn
355,16.5,57,1.6,2000,0,0,Autumn
222,16.4,59,1.7,2000,0,0,Autumn
150,16.3,61,1.5,2000,0,0,Autumn
230,16.3,62,2.1,2000,0,0,Autumn
335,16.3,62,2,2000,0,0,Autumn
598,16.7,60,2,2000,0,0,Autumn
680,17.7,54,1.8,2000,0,0,Autumn
923,19.4,47,2.3,2000,0,0,Autumn
1152,20.5,42,2.1,1981,0,0,Autumn
1358,22.5,37,1.8,2000,0,0,Autumn
1686,23.4,34,2.1,2000,0,0,Autumn
1972,24.1,33,1.3,2000,0,0,Autumn
2170,24.7,35,1.2,2000,0,0,Autumn
2270,24.4,35,1.8,2000,0,0,Autumn
2349,23.6,38,1.4,2000,0,0,Autumn
2339,22.1,45,1.5,2000,0,0,Autumn
1937,20.7,46,1,2000,0,0,Autumn
1653,20,46,2,2000,0,0,Autumn
1529,18.9,43,2,2000,0,0,Autumn
1249,18.1,43,1.7,2000,0,0,Autumn
934,17.4,46,2.1,2000,0,0,Autumn
770,16.7,50,1.7,2000,0,0,Autumn
488,16.1,53,1.4,2000,0,0,Autumn
326,15.7,53,1.4,2000,0,0,Autumn
178,14.9,57,1.1,2000,0,0,Autumn
151,14.4,58,1.1,2000,0,0,Autumn
207,13.9,60,0.6,2000,0,0,Autumn
589,13.4,61,0.8,2000,0,0,Autumn
1364,13.2,60,0.5,2000,0,0,Autumn
2129,14.8,51,1.1,2000,0,0,Autumn
1120,17.7,48,1.5,2000,0,0,Autumn
907,19.9,47,1.8,1989,0,0,Autumn
1019,21.3,43,1.7,1998,0,0,Autumn
1189,23.2,42,1.4,2000,0,0,Autumn
1191,23,39,1.7,2000,0,0,Autumn
1305,24.6,34,1.5,2000,0,0,Autumn
1404,23.4,35,1.4,2000,0,0,Autumn
1636,23.6,31,1.1,2000,0,0,Autumn
2189,24.3,31,1.5,2000,0,0,Autumn
3154,22.5,38,0.8,2000,0,0,Autumn
2422,20.6,44,0.7,2000,0,0,Autumn
2098,19.5,47,1.2,2000,0,0,Autumn
1930,18.7,48,1.3,2000,0,0,Autumn
1801,17.9,50,1,2000,0,0,Autumn
1222,17.7,51,1.4,2000,0,0,Autumn
0,17.1,52,1.4,2000,0,0,Autumn
0,16.5,53,1.5,2000,0,0,Autumn
0,16,56,1.5,2000,0,0,Autumn
0,15.3,59,1.6,2000,0,0,Autumn
0,14.7,62,1.5,2000,0,0,Autumn
0,14.5,60,1.4,2000,0,0,Autumn
0,14.4,61,1.2,2000,0,0,Autumn
0,14.5,62,1.5,2000,0,0,Autumn
0,15.2,58,1.7,2000,0,0,Autumn
0,16.5,50,1.2,2000,0,0,Autumn
0,17.4,51,1.3,1989,0,0,Autumn
0,17.9,54,1.4,2000,0,0,Autumn
0,19,52,1.2,2000,0,0,Autumn
0,19.1,53,1.4,2000,0,0,Autumn
0,19.4,53,1.4,2000,0,0,Autumn
0,20.3,52,1.3,2000,0,0,Autumn
0,21.9,46,1.2,1995,0,0,Autumn
0,21.7,52,1.1,2000,0,0,Autumn
0,20.4,56,1.7,2000,0,0,Autumn
0,19.3,61,0.8,2000,0,0,Autumn
0,18,67,0.7,2000,0,0,Autumn
0,17.8,66,1.1,2000,0,0,Autumn
0,17.1,70,1,2000,0,0,Autumn
0,16.6,69,1,2000,0,0,Autumn
1037,16.6,69,1,2000,0,0,Autumn
982,16.2,71,0.9,2000,0,0,Autumn
690,15.8,71,1.1,2000,0,0,Autumn
493,15.5,73,1,2000,0,0,Autumn
301,15.4,74,0.9,2000,0,0,Autumn
208,15,77,0.5,2000,0,0,Autumn
290,14.6,81,1,2000,0,0,Autumn
513,14.7,76,0.8,2000,0,0,Autumn
848,15.7,65,1.2,2000,0,0,Autumn
1076,18.3,58,1.4,1958,0,0,Autumn
1071,20.8,52,1.5,2000,0,0,Autumn
1284,22.3,50,1.3,2000,0,0,Autumn
1495,23.8,44,1.7,2000,0,0,Autumn
1752,24.9,40,1.4,2000,0,0,Autumn
1892,26.2,33,1.8,2000,0,0,Autumn
2065,26.5,33,1.4,2000,0,0,Autumn
2254,26.6,34,1.3,2000,0,0,Autumn
2432,26.3,31,1,2000,0,0,Autumn
2397,24.8,41,0.5,2000,0,0,Autumn
2021,22.5,43,0.4,2000,0,0,Autumn
1835,21.3,46,0.1,2000,0,0,Autumn
1781,20.1,54,1.2,2000,0,0,Autumn
1501,19.3,55,0.5,2000,0,0,Autumn
1229,18.6,59,0.7,2000,0,0,Autumn
0,18.1,60,0.2,2000,0,0,Autumn
0,17.5,66,0.5,2000,0,0,Autumn
0,17.3,68,0.7,2000,0,0,Autumn
0,17,70,0.9,2000,0,0,Autumn
0,16.6,73,0.3,2000,0,0,Autumn
0,16.1,78,0.4,2000,0,0,Autumn
0,15.5,80,0.4,2000,0,0,Autumn
0,15.1,81,0.8,1939,0,0,Autumn
0,16.2,69,1.1,2000,0,0,Autumn
0,18.5,62,0.5,1847,0,0,Autumn
0,20.7,62,1.3,1679,0,0,Autumn
0,20.2,63,2.8,1195,0,0,Autumn
0,20.8,47,3.1,1665,0,0,Autumn
0,21.1,42,4.6,1954,0,0,Autumn
0,21.1,32,4.4,1999,0,0,Autumn
0,21.3,32,3.8,2000,0,0,Autumn
0,21.2,28,3.2,2000,0,0,Autumn
0,20.4,31,3.2,2000,0,0,Autumn
0,18.3,34,3.3,2000,0,0,Autumn
0,17.1,35,2.9,2000,0,0,Autumn
0,16,39,2.9,2000,0,0,Autumn
0,15.2,40,3,2000,0,0,Autumn
0,14.6,46,2.2,2000,0,0,Autumn
0,14.1,53,2.1,2000,0,0,Autumn
680,14.1,55,2.6,2000,0,0,Autumn
402,13.9,57,2,2000,0,0,Autumn
262,13.9,56,2.4,2000,0,0,Autumn
179,13.6,56,1.6,2000,0,0,Autumn
143,13.7,56,1.9,2000,0,0,Autumn
246,13.7,57,1.8,1999,0,0,Autumn
632,13.3,56,2.3,2000,0,0,Autumn
1429,13.1,58,2.1,1997,0,0,Autumn
2101,13.7,54,2.4,1960,0,0,Autumn
1106,14.9,50,3.4,1989,0,0,Autumn
856,16.3,47,3.6,1815,0,0,Autumn
959,17,45,4.5,1966,0,0,Autumn
1138,18.4,40,3.5,1958,0,0,Autumn
1087,17.6,49,4.7,2000,0,0,Autumn
1137,19.3,36,3.5,1986,0,0,Autumn
1258,19,40,3.8,1983,0,0,Autumn
1357,17.7,47,3.4,2000,0,0,Autumn
1799,17.2,53,2.9,2000,0,0,Autumn
2857,16.6,61,2.9,2000,0,0,Autumn
2122,16.2,62,2.2,2000,0,0,Autumn
1824,15.4,63,2.1,2000,0,0,Autumn
1777,14.6,66,4,2000,0,0,Autumn
1501,13.9,69,0.5,2000,0,0,Autumn
1057,13.4,69,3.7,2000,0,0,Autumn
0,13,72,1.8,1987,0,0,Autumn
0,12.5,74,1.9,1992,0,0,Autumn
0,12.3,75,1.6,1840,0,0,Autumn
0,11.8,78,0.3,1843,0,0,Autumn
0,11.2,80,0.3,1236,0,0,Autumn
0,10.8,82,0.3,1778,0,0,Autumn
0,10.6,81,0,1798,0,0,Autumn
0,10.4,81,0.3,1956,0,0,Autumn
0,11.2,69,0.9,1714,0,0,Autumn
0,13.9,66,1.6,1427,0,0,Autumn
0,16.7,58,2.4,1554,0,0,Autumn
0,18.3,44,3,1878,0,0,Autumn
0,19.4,41,3.1,1956,0,0,Autumn
0,20.4,36,2.6,1776,0,0,Autumn
0,21.5,39,2.5,1691,0,0,Autumn
0,21.8,38,2.6,1913,0,0,Autumn
0,21.7,36,3.2,1929,0,0,Autumn
0,21.2,40,2.4,2000,0,0,Autumn
0,19.2,48,2.2,2000,0,0,Autumn
0,17.6,57,1.7,2000,0,0,Autumn
0,16.8,62,2,2000,0,0,Autumn
0,16.2,65,1.5,2000,0,0,Autumn
0,15.5,69,0.8,1987,0,0,Autumn
0,14.8,68,0.1,1994,0,0,Autumn
1040,14.5,74,0.4,2000,0,0,Autumn
882,13.8,75,0.5,2000,0,0,Autumn
685,13.2,77,1.2,1972,0,0,Autumn
497,12.6,78,0.6,1907,0,0,Autumn
284,12.1,80,1.2,1834,0,0,Autumn
173,11.8,82,1.1,1878,0,0,Autumn
278,11.4,84,0.3,1742,0,0,Autumn
440,11.2,85,0.3,1593,0,0,Autumn
762,11.8,73,1,1649,0,0,Autumn
966,14.4,61,0.7,1340,0,0,Autumn
1113,17.3,53,0.7,1406,0,0,Autumn
1248,20.3,46,1.6,1409,0,0,Autumn
1634,21.4,40,1.4,1973,0,0,Autumn
1849,22.5,40,2.6,1854,0,0,Autumn
1995,23.4,35,1.6,1972,0,0,Autumn
2200,24.1,34,2,1996,0,0,Autumn
2112,24,34,2.7,2000,0,0,Autumn
2400,23.3,36,1.7,1960,0,0,Autumn
2235,21.5,43,1.8,2000,0,0,Autumn
1792,20,49,1.5,2000,0,0,Autumn
1744,18.6,55,1.5,2000,0,0,Autumn
1594,17.6,59,1.6,2000,0,0,Autumn
1393,16.9,63,0.2,2000,0,0,Autumn
1033,16.1,63,0.6,2000,0,0,Autumn
0,15.5,65,0.8,2000,0,0,Autumn
0,14.7,69,0.6,2000,0,0,Autumn
0,14,73,0.5,1992,0,0,Autumn
0,13.6,75,0.8,1960,0,0,Autumn
0,13.3,75,0.4,1792,0,0,Autumn
0,13.2,73,0.9,1857,0,0,Autumn
0,13.2,73,1.1,1900,0,0,Autumn
0,13.2,75,0.8,1780,0,0,Autumn
0,13.9,68,0.9,1912,0,0,Autumn
0,16.7,58,1.8,1821,0,0,Autumn
0,19,49,1.7,1980,0,0,Autumn
0,21.3,41,1.9,1963,0,0,Autumn
0,23.2,38,1.7,1990,0,0,Autumn
0,23.4,39,1.4,2000,0,0,Autumn
0,24.3,39,1.7,2000,0,0,Autumn
0,25.3,39,1.6,2000,0,0,Autumn
0,25.1,41,1,2000,0,0,Autumn
0,24.2,44,1.5,2000,0,0,Autumn
0,23.1,48,1.3,2000,0,0,Autumn
0,22.3,50,1.4,2000,0,0,Autumn
0,21.3,53,1.8,2000,0,0,Autumn
0,20.5,57,2,2000,0,0,Autumn
0,19.8,60,1.6,2000,0,0,Autumn
0,19.4,62,1.7,2000,0,0,Autumn
973,19,64,1.9,2000,0,0,Autumn
735,18.6,66,1.7,2000,0,0,Autumn
515,18.2,64,2,2000,0,0,Autumn
329,18,61,1.8,2000,0,0,Autumn
221,17.7,57,1.3,2000,0,0,Autumn
223,17.6,57,1.1,2000,0,0,Autumn
531,17.7,55,1.5,2000,0,0,Autumn
282,17.7,56,1.3,2000,0,0,Autumn
208,16.9,72,1.3,2000,0.3,0,Autumn
47,16.3,85,1.8,942,1.2,0,Autumn
33,15.8,89,1.8,742,1.5,0,Autumn
29,16.1,89,2.4,1112,1.5,0,Autumn
23,16.6,90,1.7,518,2,0,Autumn
22,16.9,95,1.6,325,4,0,Autumn
17,17.2,95,1.6,553,2.5,0,Autumn
8,17.2,96,0.6,213,4,0,Autumn
28,17.1,97,1.7,382,6,0,Autumn
66,16.9,97,2.1,728,5.5,0,Autumn
74,16.7,96,1.6,1461,1,0,Autumn
55,16.6,96,2.4,1072,1.5,0,Autumn
44,16.5,96,2.7,1047,1,0,Autumn
32,16.5,96,2.2,963,1.5,0,Autumn
23,16.2,92,2.6,1771,1.5,0,Autumn
4,16.3,91,1.8,1811,0.5,0,Autumn
0,16.4,94,1.8,1744,1,0,Autumn
0,16.7,89,2.4,1814,1,0,Autumn
0,16.9,88,2.5,2000,1.5,0,Autumn
0,16.8,90,3.3,1601,2,0,Autumn
0,16.9,89,2.7,1577,2.5,0,Autumn
0,16.7,93,2.8,360,4.5,0,Autumn
0,16.5,96,2.3,417,8.5,0,Autumn
5,16.5,97,2.3,364,9.5,0,Autumn
6,16.6,97,2,457,9,0,Autumn
5,16.7,97,2.9,550,6,0,Autumn
2,17,97,1.5,676,6,0,Autumn
20,17.5,95,2,1214,3.5,0,Autumn
130,18,92,2.9,1999,1,0,Autumn
529,17.7,89,5,2000,0.5,0,Autumn
941,19.3,79,3.6,2000,0,0,Autumn
1236,21,67,4.1,2000,0,0,Autumn
1601,21.5,62,3.4,2000,0,0,Autumn
1870,21.1,64,1.2,2000,0,0,Autumn
2012,20.5,66,1.2,2000,0,0,Autumn
1761,19.7,72,0.6,2000,0,0,Autumn
1567,19.4,67,0.8,2000,0,0,Autumn
1731,18.5,78,0.1,2000,0,0,Autumn
1459,17.7,78,0.3,2000,0,0,Autumn
1162,16.9,84,0.9,2000,0,0,Autumn
1049,16.3,86,0.3,2000,0,0,Autumn
768,16,88,1.2,2000,0,0,Autumn
538,15.7,88,0.4,2000,0,0,Autumn
372,15.5,88,1.7,1998,0,0,Autumn
255,15.1,90,1.2,850,0,0,Autumn
146,15.1,89,1.1,1615,0,0,Autumn
189,14.8,89,0.2,1490,0,0,Autumn
345,14.3,89,0.6,1165,0,0,Autumn
589,14.6,71,1,1896,0,0,Autumn
753,16.2,60,1.9,1899,0,0,Autumn
932,18.1,56,2.6,1720,0,0,Autumn
1188,19.1,56,2.4,1802,0,0,Autumn
1516,19.8,46,2.5,1837,0,0,Autumn
1714,20.1,41,3,1963,0,0,Autumn
1987,20.2,42,2.8,1832,0,0,Autumn
2167,20.4,36,2.8,2000,0,0,Autumn
2270,20.7,34,2,2000,0,0,Autumn
2255,19.4,32,3.2,2000,0,0,Autumn
2069,17.9,29,2.8,2000,0,0,Autumn
1608,16.6,36,1.4,2000,0,0,Autumn
1519,15.5,37,1.9,2000,0,0,Autumn
1385,14.4,36,1,2000,0,0,Autumn
1160,13.6,38,1.5,2000,0,0,Autumn
840,12.9,38,1.5,2000,0,0,Autumn
711,12.3,44,0.8,2000,0,0,Autumn
390,11.7,52,1.1,2000,0,0,Autumn
265,11.1,56,1.4,2000,0,0,Autumn
192,10.8,59,0.5,2000,0,0,Autumn
123,10.4,61,0.6,2000,0,0,Autumn
215,9.8,63,0.5,2000,0,0,Autumn
503,9.5,68,0.9,2000,0,0,Autumn
1206,9.2,72,1,2000,0,0,Autumn
2005,9.9,66,1.2,2000,0,0,Autumn
1166,12.2,51,0.7,1918,0,0,Autumn
943,15,44,0.5,1839,0,0,Autumn
1117,17.9,39,1.3,1873,0,0,Autumn
1238,19.2,31,0.5,1994,0,0,Autumn
1303,20.2,28,1.3,2000,0,0,Autumn
1358,20.2,24,1.5,2000,0,0,Autumn
1502,20.6,26,1.2,2000,0,0,Autumn
1603,20.3,25,1.8,2000,0,0,Autumn
2127,20,28,0.7,2000,0,0,Autumn
2787,18.1,39,1,2000,0,0,Autumn
2150,16.4,42,1.8,2000,0,0,Autumn
1838,15.5,45,2.2,2000,0,0,Autumn
1788,15.1,48,2.6,2000,0,0,Autumn
1636,14.4,49,1.1,2000,0,0,Autumn
1196,13.5,55,0.5,2000,0,0,Autumn
0,12.6,54,0.2,2000,0,0,Autumn
0,12,58,0.7,2000,0,0,Autumn
0,11.4,65,1.1,2000,0,0,Autumn
0,11,66,0.9,2000,0,0,Autumn
0,11,63,0.8,2000,0,0,Autumn
0,10.8,64,0.8,2000,0,0,Autumn
0,10.8,69,0.8,2000,0,0,Autumn
0,10.9,70,0.7,2000,0,0,Autumn
0,11.4,66,0.8,1991,0,0,Autumn
0,12.8,57,1.2,1838,0,0,Autumn
0,14.8,51,1,1998,0,0,Autumn
0,16.4,45,0.7,2000,0,0,Autumn
0,18.3,40,0.6,1995,0,0,Autumn
0,19.2,39,1,2000,0,0,Autumn
0,18.8,39,1.6,2000,0,0,Autumn
0,18.3,40,1.2,2000,0,0,Autumn
0,19,39,1.4,2000,0,0,Autumn
0,18.4,39,2.1,2000,0,0,Autumn
0,17.7,43,1.5,2000,0,0,Autumn
0,17.3,47,2.2,2000,0,0,Autumn
0,17,49,1.4,2000,0,0,Autumn
0,16.8,52,1.6,2000,0,0,Autumn
0,16.7,55,1.9,2000,0,0,Autumn
0,16.6,53,1.1,2000,0,0,Autumn
643,16.6,53,0.9,2000,0,0,Autumn
144,16.6,57,1.5,2000,0,0,Autumn
55,14.4,91,0.4,402,4.5,0,Autumn
90,14.3,95,1,967,2.5,0,Autumn
82,14.3,92,2,714,0,0,Autumn
152,13.6,89,2.7,990,0,0,Autumn
441,12.6,86,1.9,1430,0,0,Autumn
1220,12.3,84,3.2,1220,0,0,Autumn
2082,11.8,80,3.7,1518,0,0,Autumn
1097,12,72,3.3,1650,0,0,Autumn
792,12,61,4.1,1981,0,0,Autumn
914,12.7,50,3.3,1999,0,0,Autumn
1006,13.7,43,3.4,1980,0,0,Autumn
1015,14.3,43,3.6,1995,0,0,Autumn
1041,14,43,2.8,2000,0,0,Autumn
1171,13.7,44,3.9,2000,0,0,Autumn
1363,13.8,43,3.7,2000,0,0,Autumn
1775,13.1,45,3.1,2000,0,0,Autumn
2514,12.2,45,3.1,2000,0,0,Autumn
1723,11.3,50,1.1,2000,0,0,Autumn
1489,10.6,48,2,2000,0,0,Autumn
1445,9.9,50,1.2,2000,0,0,Autumn
1255,9.2,55,0.9,2000,0,0,Autumn
901,8.5,52,0.6,2000,0,0,Autumn
707,7.9,53,0.9,2000,0,0,Autumn
541,7.3,59,0.1,2000,0,0,Autumn
341,7.1,64,0.9,2000,0,0,Autumn
218,6.7,71,1,2000,0,0,Autumn
145,6.6,69,0.9,2000,0,0,Autumn
197,6.6,73,1.1,2000,0,0,Autumn
518,6.6,65,1.6,2000,0,0,Autumn
1233,6.3,65,1,2000,0,0,Autumn
2000,7,56,3.1,1971,0,0,Autumn
1070,8.4,49,2.6,2000,0,0,Autumn
792,10.2,44,2.3,1986,0,0,Autumn
926,11.7,36,4.3,2000,0,0,Autumn
967,13.2,31,3.8,2000,0,0,Autumn
1000,13.5,32,5,1990,0,0,Autumn
991,13.4,32,4.9,2000,0,0,Autumn
1054,13,39,3.7,2000,0,0,Autumn
1284,13.8,36,2.9,2000,0,0,Autumn
1685,13.2,36,3.6,2000,0,0,Autumn
2378,12.1,40,2.4,1854,0,0,Autumn
1614,11.1,43,2,2000,0,0,Autumn
1389,10.2,46,0.2,2000,0,0,Autumn
1398,9.3,52,1.5,2000,0,0,Autumn
1221,8.8,55,1.6,2000,0,0,Autumn
857,8.4,60,1.5,2000,0,0,Autumn
706,8.2,61,1.3,2000,0,0,Autumn
531,7.6,63,1.2,2000,0,0,Autumn
409,7.1,61,0.6,2000,0,0,Autumn
225,6.5,69,0.3,1981,0,0,Autumn
168,6.2,71,1.1,2000,0,0,Autumn
183,6,72,1.3,2000,0,0,Autumn
412,5.8,67,1.1,2000,0,0,Autumn
1142,5.3,73,0.7,2000,0,0,Autumn
1996,6,64,1.1,1920,0,0,Autumn
1106,8.6,50,0.8,1785,0,0,Autumn
877,11.6,40,1.7,1991,0,0,Autumn
959,13,38,2.7,2000,0,0,Autumn
1073,14.7,38,1,1884,0,0,Autumn
1110,15.8,36,1.5,1888,0,0,Autumn
1187,16.5,32,1.4,1841,0,0,Autumn
1322,17.1,33,2.1,1929,0,0,Autumn
1488,16.9,34,1.2,1942,0,0,Autumn
1902,16.3,39,1.7,1969,0,0,Autumn
2618,14.3,46,1.3,2000,0,0,Autumn
1804,12.9,50,1.4,2000,0,0,Autumn
1440,11.8,53,1.5,2000,0,0,Autumn
1292,11,60,1.1,1995,0,0,Autumn
1347,10.5,62,1.2,2000,0,0,Autumn
940,9.8,66,0.5,1979,0,0,Autumn
835,9.1,69,0.9,1885,0,0,Autumn
739,8.5,70,0.2,1856,0,0,Autumn
512,8,74,0.5,1786,0,0,Autumn
374,7.6,78,0.7,1614,0,0,Autumn
226,7.1,79,1.2,1567,0,0,Autumn
148,6.7,81,1.1,1467,0,0,Autumn
209,6.6,80,1,1424,0,0,Autumn
412,6.2,83,0.8,1100,0,0,Autumn
728,7.4,70,0.5,1373,0,0,Autumn
853,10,56,1,1761,0,0,Autumn
1037,12.6,50,1.4,1712,0,0,Autumn
1179,15.2,44,1.2,1301,0,0,Autumn
1402,16.6,36,0.7,1442,0,0,Autumn
